respondent_id,latent_persona,age_group,gender,city_tier,occupation,monthly_income_range,daily_lifestyle,order_frequency_weekly,most_ordered_meal_time,hardest_meal_to_manage,who_do_you_order_for,food_preference,preferred_cuisines,preferred_moodmeal_categories,taste_profile,preferred_meal_experience,meal_dislikes,ordering_reasons,biggest_frustration,decision_factors,personalization_preferences,personalized_meal_use_cases,trust_triggers,avg_spend_per_order,comfortable_price_range,moodmeal_interest,avg_order_value_numeric,monthly_food_budget_numeric,comfortable_price_numeric,age_group_ord,city_tier_ord,monthly_income_range_ord,order_frequency_weekly_ord,avg_spend_per_order_ord,comfortable_price_range_ord,moodmeal_interest_ord,gender__male,gender__female,gender__non_binary_prefer_not_to_say,gender__other,occupation__student,occupation__salaried_professional,occupation__self_employed_business_owner,occupation__freelancer,occupation__homemaker,occupation__retired,occupation__other,daily_lifestyle__mostly_at_home,daily_lifestyle__college_student_routine,daily_lifestyle__office_based_routine,daily_lifestyle__hybrid_work_study_routine,daily_lifestyle__frequently_travelling_field_based,daily_lifestyle__irregular_schedule,most_ordered_meal_time__breakfast,most_ordered_meal_time__mid_morning_snack,most_ordered_meal_time__lunch,most_ordered_meal_time__evening_snack,most_ordered_meal_time__dinner,most_ordered_meal_time__late_night,hardest_meal_to_manage__breakfast,hardest_meal_to_manage__lunch,hardest_meal_to_manage__evening_snacks,hardest_meal_to_manage__dinner,hardest_meal_to_manage__late_night_hunger,hardest_meal_to_manage__i_usually_manage_all_meals_well,who_do_you_order_for__only_myself,who_do_you_order_for__myself_and_one_other_person,who_do_you_order_for__family,who_do_you_order_for__friends_group,who_do_you_order_for__office_team_colleagues,food_preference__vegetarian,food_preference__eggetarian,food_preference__non_vegetarian,food_preference__vegan,food_preference__mix_of_veg_and_non_veg_depending_on_mood,taste_profile__mild_simple,taste_profile__medium_spicy,taste_profile__very_spicy,taste_profile__sweet_savory_balance,taste_profile__tangy_chatpata,taste_profile__depends_on_mood_occasion,biggest_frustration__too_expensive,biggest_frustration__unhealthy_too_oily,biggest_frustration__poor_hygiene_trust,biggest_frustration__lack_of_customization,biggest_frustration__repetitive_options,biggest_frustration__small_portion_size,biggest_frustration__delayed_delivery,biggest_frustration__food_doesn’t_match_my_craving_mood,preferred_cuisines__north_indian,preferred_cuisines__south_indian,preferred_cuisines__chinese_indo_chinese,preferred_cuisines__continental,preferred_cuisines__healthy_bowls_salads,preferred_cuisines__street_food_style,preferred_cuisines__home_style_meals,preferred_cuisines__fusion_meals,preferred_cuisines__desserts_sweet_meals,preferred_moodmeal_categories__healthy_meal_bowls,preferred_moodmeal_categories__comfort_food_combos,preferred_moodmeal_categories__breakfast_boxes,preferred_moodmeal_categories__office_lunch_packs,preferred_moodmeal_categories__functional_beverages,preferred_moodmeal_categories__snack_boxes,preferred_moodmeal_categories__light_meals_mini_meals,preferred_moodmeal_categories__family_meal_packs,preferred_moodmeal_categories__high_protein_meals,preferred_meal_experience__comforting_homely,preferred_meal_experience__rich_indulgent,preferred_meal_experience__fresh_light,preferred_meal_experience__high_protein_fitness_focused,preferred_meal_experience__traditional_indian,preferred_meal_experience__experimental_trendy,preferred_meal_experience__low_oil_clean_eating,meal_dislikes__too_oily,meal_dislikes__too_spicy,meal_dislikes__too_bland,meal_dislikes__repetitive_meals,meal_dislikes__very_sweet_items,meal_dislikes__heavy_cream_rich_gravies,meal_dislikes__processed_packaged_feel,meal_dislikes__no_specific_dislike,ordering_reasons__convenience_saves_time,ordering_reasons__craving_mood_based_eating,ordering_reasons__no_time_to_cook,ordering_reasons__better_taste,ordering_reasons__variety,ordering_reasons__office_study_schedule,ordering_reasons__social_occasions,ordering_reasons__health_focused_needs,ordering_reasons__affordable_combo_offers,decision_factors__taste,decision_factors__price,decision_factors__portion_size,decision_factors__healthiness,decision_factors__hygiene_trust,decision_factors__delivery_speed,decision_factors__customisation_options,personalization_preferences__spice_level,personalization_preferences__portion_size,personalization_preferences__calorie_level,personalization_preferences__protein_level,personalization_preferences__ingredients_to_avoid,personalization_preferences__cuisine_type,personalization_preferences__mood_craving_based_recommendation,personalization_preferences__budget_based_recommendation,personalized_meal_use_cases__busy_work_study_day,personalized_meal_use_cases__quick_breakfast_need,personalized_meal_use_cases__post_workout_meal,personalized_meal_use_cases__comfort_food_cravings,personalized_meal_use_cases__late_night_hunger,personalized_meal_use_cases__diet_calorie_conscious_eating,personalized_meal_use_cases__family_ordering,personalized_meal_use_cases__weekend_treat,trust_triggers__hygienic_packaging,trust_triggers__clear_ingredient_nutrition_information,trust_triggers__good_customer_reviews,trust_triggers__affordable_pricing,trust_triggers__reliable_delivery,trust_triggers__freshness_guarantee,trust_triggers__transparent_customization,trust_triggers__attractive_packaging,moodmeal_interest_binary,moodmeal_interest_3class,moodmeal_interest_3class_code,monthly_food_budget_band
MM100001,Office Lunch Professional,45–54,Female,Tier 1 city,Salaried professional,"₹20,000–₹40,000",Office-based routine,5–6 times,Evening snack,Dinner,Only myself,Mix of veg and non-veg depending on mood,"Chinese / Indo-Chinese, Healthy bowls / salads, South Indian","Comfort food combos, Office lunch packs, Healthy meal bowls",,"High-protein / fitness-focused, Fresh / light","Very sweet items, Repetitive meals, Too oily","Better taste, Convenience / saves time",Unhealthy / too oily,"Customisation options, Delivery speed","Cuisine type, Spice level","Weekend treat, Post-workout meal, Busy work/study day","Good customer reviews, Reliable delivery",₹400–₹599,₹550+,Very likely,554,9606,644,4.0,1.0,2.0,3.0,3,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1.0,High,2,"₹8,000+"
MM100002,Comfort-Food Convenience Seeker,25–34,Male,Tier 1 city,Salaried professional,"₹70,001–₹1,00,000",Hybrid work/study routine,7+ times,Dinner,Breakfast,Myself and one other person,Mix of veg and non-veg depending on mood,"Chinese / Indo-Chinese, Street food style, North Indian","Snack boxes, Healthy meal bowls",Sweet-savory balance,"Rich / indulgent, Low-oil / clean eating","Processed / packaged feel, Repetitive meals","Craving / mood-based eating, Convenience / saves time",Small portion size,"Customisation options, Delivery speed","Mood/craving-based recommendation, Budget-based recommendation, Portion size","Comfort food cravings, Weekend treat, Busy work/study day","Transparent customization, Affordable pricing",₹250–₹399,₹400–₹549,Very likely,392,10605,428,2.0,1.0,4.0,4.0,2,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1.0,High,2,"₹8,000+"
MM100003,Comfort-Food Convenience Seeker,25–34,Female,Tier 2 city,Salaried professional,"Below ₹20,000",Irregular schedule,3–4 times,Lunch,Breakfast,Myself and one other person,Mix of veg and non-veg depending on mood,"Chinese / Indo-Chinese, Street food style, South Indian","Comfort food combos, Family meal packs, High-protein meals, Snack boxes",Mild / simple,"Comforting / homely, Rich / indulgent, Fresh / light","Repetitive meals, Heavy cream / rich gravies","Better taste, Social occasions, Office / study schedule",Lack of customization,"Taste, Healthiness, Customisation options","Mood/craving-based recommendation, Portion size, Spice level","Comfort food cravings, Diet / calorie-conscious eating, Late-night hunger","Transparent customization, Hygienic packaging, Reliable delivery",₹150–₹249,₹200–₹299,Likely,170,2341,235,2.0,2.0,1.0,2.0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1.0,High,2,"₹1,000–₹2,500"
MM100004,Office Lunch Professional,18–24,Male,Tier 3 / smaller town,Salaried professional,"₹40,001–₹70,000",Office-based routine,3–4 times,Late night,Lunch,Only myself,Mix of veg and non-veg depending on mood,"Chinese / Indo-Chinese, Healthy bowls / salads, Home-style meals, Fusion meals","Snack boxes, Functional beverages, Office lunch packs",Tangy / chatpata,"Comforting / homely, Low-oil / clean eating, Fresh / light","Very sweet items, Repetitive meals, Too oily","Convenience / saves time, No time to cook",Small portion size,"Portion size, Delivery speed","Mood/craving-based recommendation, Ingredients to avoid","Busy work/study day, Late-night hunger","Freshness guarantee, Reliable delivery",₹250–₹399,₹300–₹399,Likely,345,3551,363,1.0,3.0,3.0,2.0,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.0,High,2,"₹2,501–₹5,000"
MM100005,Office Lunch Professional,55+,Male,Metro city,Salaried professional,"₹70,001–₹1,00,000",Office-based routine,3–4 times,Evening snack,Breakfast,Office team / colleagues,Mix of veg and non-veg depending on mood,"Home-style meals, Street food style, Healthy bowls / salads, Desserts / sweet meals","Functional beverages, Office lunch packs, Healthy meal bowls, Light meals / mini meals",Medium spicy,"Rich / indulgent, Traditional Indian, Low-oil / clean eating","Too bland, Too oily","Better taste, Craving / mood-based eating",Too expensive,"Portion size, Hygiene / trust, Price","Cuisine type, Ingredients to avoid","Weekend treat, Busy work/study day, Quick breakfast need","Affordable pricing, Freshness guarantee, Reliable delivery",₹250–₹399,₹300–₹399,Very likely,353,8172,397,5.0,0.0,4.0,2.0,2,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1.0,High,2,"₹8,000+"
MM100006,Family/Group Orderer,55+,Other,Metro city,Homemaker,"₹40,001–₹70,000",Irregular schedule,7+ times,Dinner,I usually manage all meals well,Friends/group,Mix of veg and non-veg depending on mood,"Street food style, North Indian, Fusion meals","Comfort food combos, Family meal packs, Light meals / mini meals",Medium spicy,"Rich / indulgent, Traditional Indian, Fresh / light","Too spicy, Heavy cream / rich gravies","Craving / mood-based eating, No time to cook",Unhealthy / too oily,"Healthiness, Delivery speed, Hygiene / trust","Cuisine type, Portion size, Calorie level","Diet / calorie-conscious eating, Busy work/study day, Family ordering","Good customer reviews, Attractive packaging, Reliable delivery",₹400–₹599,₹400–₹549,Very likely,509,23617,525,5.0,0.0,3.0,4.0,3,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1.0,High,2,"₹8,000+"
MM100007,Office Lunch Professional,25–34,Female,Metro city,Freelancer,"₹40,001–₹70,000",Office-based routine,3–4 times,Dinner,Evening snacks,Office team / colleagues,Non-vegetarian,"Home-style meals, Healthy bowls / salads, North Indian, Fusion meals","Snack boxes, Functional beverages, Comfort food combos, Breakfast boxes",Tangy / chatpata,"Rich / indulgent, Low-oil / clean eating","Too spicy, Repetitive meals, Too oily","Craving / mood-based eating, Office / study schedule, Health-focused needs",Poor hygiene trust,"Healthiness, Delivery speed","Cuisine type, Mood/craving-based recommendation, Protein level","Comfort food cravings, Weekend treat, Late-night hunger","Freshness guarantee, Reliable delivery",₹250–₹399,₹400–₹549,Very likely,385,8333,544,2.0,0.0,3.0,2.0,2,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1.0,High,2,"₹8,000+"
MM100008,Office Lunch Professional,18–24,Male,Tier 1 city,Salaried professional,"₹70,001–₹1,00,000",Office-based routine,3–4 times,Lunch,Breakfast,,Mix of veg and non-veg depending on mood,"Street food style, North Indian, Fusion meals","Comfort food combos, Office lunch packs, Family meal packs, Snack boxes",Very spicy,"Comforting / homely, Traditional Indian, Low-oil / clean eating","Processed / packaged feel, Too bland, Too oily","Variety, Convenience / saves time, No time to cook",Too expensive,"Taste, Healthiness, Price","Cuisine type, Protein level, Calorie level","Comfort food cravings, Diet / calorie-conscious eating, Quick breakfast need","Transparent customization, Clear ingredient / nutrition information, Reliable delivery",₹250–₹399,₹300–₹399,Likely,261,2702,304,1.0,1.0,4.0,2.0,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1.0,High,2,"₹2,501–₹5,000"
MM100009,Comfort-Food Convenience Seeker,25–34,Female,Tier 2 city,Salaried professional,"₹40,001–₹70,000",Irregular schedule,3–4 times,Dinner,Evening snacks,Only myself,Non-vegetarian,"Continental, Street food style, Home-style meals, North Indian","Snack boxes, Light meals / mini meals",Sweet-savory balance,"Comforting / homely, Rich / indulgent, Low-oil / clean eating","Processed / packaged feel, Too oily","Craving / mood-based eating, Variety, Convenience / saves time",Unhealthy / too oily,"Portion size, Price, Customisation options","Mood/craving-based recommendation, Budget-based recommendation, Ingredients to avoid","Comfort food cravings, Busy work/study day, Late-night hunger","Affordable pricing, Reliable delivery",₹400–₹599,₹400–₹549,Very likely,391,6289,524,2.0,2.0,3.0,2.0,3,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.0,High,2,"₹5,001–₹8,000"
MM100010,Premium Fitness Buyer,45–54,Male,Metro city,Salaried professional,"₹40,001–₹70,000",Hybrid work/study routine,7+ times,Mid-morning snack,Breakfast,Only myself,Mix of veg and non-veg depending on mood,"Healthy bowls / salads, Home-style meals, North Indian, Fusion meals","Healthy meal bowls, High-protein meals",Tangy / chatpata,"High-protein / fitness-focused, Low-oil / clean eating, Fresh / light","Processed / packaged feel, Too oily","Craving / mood-based eating, Social occasions, Health-focused needs",Too expensive,"Healthiness, Customisation options","Mood/craving-based recommendation, Protein level, Spice level","Comfort food cravings, Post-workout meal, Quick breakfast need","Clear ingredient / nutrition information, Freshness guarantee",₹400–₹599,₹550+,Very likely,464,14117,558,4.0,0.0,3.0,4.0,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1.0,High,2,"₹8,000+"
